lng,lat,farm,secret,server,ident
-122.555893,38.607258,9,28c3972b13,8213,8335064105
-122.558372,38.610528,9,62f3cd48ee,8076,8336124566
-122.560558,38.607545,9,ced1c3de81,8080,8335060343
-122.55885,38.61041,9,353ea19b04,8214,8335072841
-122.556,38.60744,9,f300229596,8079,8336117068
-122.602842,38.596898,9,92a898335b,8500,8335076799
-122.576473,38.592235,9,5fe301aa75,8078,8335050153
-122.563723,38.605692,9,7719c6c7a1,8354,8336110752
-122.56714,38.600815,9,761a6986de,8084,8335054901
-122.602052,38.596878,9,7d461e5186,8084,8336128724
-122.57299,38.595415,9,bd286b0c3f,8217,8335053295
-122.60207,38.596857,9,29494a3a05,8361,8336128318
-122.563718,38.605682,9,6ffc679a88,8224,8336111404
-122.602783,38.596997,9,aa54434730,8076,8336129842
-122.573422,38.595627,9,475e86e6e4,8357,8336106406
-122.556002,38.607438,9,cfec8fc786,8080,8335062761
-122.55779,38.610825,9,57996b5aae,8504,8336121898
-122.558748,38.610397,9,218bcd6e09,8213,8336125850
-122.560557,38.607545,9,d78d4674c3,8352,8336115388
-122.558593,38.610535,9,e1bd504df1,8215,8335070815
-122.570368,38.596015,9,d9e059389e,8223,8335054085
-122.572548,38.59573,9,c82ffc07c3,8351,8335053683
-122.558323,38.61052,9,ff28e82172,8215,8335069439
-122.558148,38.610577,9,990159cf1c,8074,8335068507
-122.558757,38.610397,9,f6fe17de46,8502,8336127266
-122.558757,38.610398,9,cd9db672fa,8213,8336126888
-122.563433,38.605625,9,b0af5be8dd,8359,8335057271
-122.558152,38.610577,9,e6a23c034e,8357,8336123772
-122.57485,38.595878,9,3824a32984,8503,8336105412
-122.601888,38.596807,9,54974da5e6,8499,8335074747
-122.573337,38.595557,9,94d68644bc,8214,8335052789
-122.558143,38.610575,9,32c3fddd36,8353,8335068051
-122.558115,38.610673,9,1d8a7226d4,8361,8336122302
-122.560557,38.607545,9,76f15f6964,8073,8335061375
-122.555805,38.607377,9,6b01f7dd22,8083,8335066467
-122.558455,38.610642,9,edefe770a3,8494,8335070251
-122.55585,38.607338,9,b185a4d9d6,8354,8336119374
-122.555832,38.60734,9,33681ce877,8073,8335063641
-122.555813,38.607365,9,dd51e27412,8501,8336120510
-122.56056,38.607543,9,1d631391aa,8355,8336113808
-122.557808,38.610873,9,ccdb8a218f,8355,8336121504
-122.573375,38.595575,9,9aec195937,8364,8336107028
-122.560558,38.607545,9,98b41b25ca,8221,8335059433
-122.576512,38.592255,9,57b6175f96,8218,8335049741
-122.576605,38.592335,9,1b27b3d51a,8080,8335049405
-122.576595,38.592353,9,1643bceb9a,8361,8336103844
-122.557834,38.610833,9,a1dabcf83a,8216,8316562052
-122.551834,38.618833,9,29f6f047be,8083,8316505054
-122.551334,38.6195,9,7e17715d65,8353,8315446609
-122.551334,38.6195,9,6a48e0d77d,8352,8316498102
-122.558334,38.6105,9,4a8e022e1e,8075,8315298557
-122.558334,38.610666,9,1e89a90890,8352,8316354046
-122.558334,38.6105,9,a02a3dd29f,8502,8316342020
-122.558334,38.610666,9,cf2b5203fb,8074,8316324994
-122.5585,38.610666,9,ac50683d9b,8501,8316318160
-122.558334,38.610666,9,9ecd21df58,8363,8316320014
-122.602349,38.596305,9,16fd30f0cb,8218,8286133656
-122.602349,38.596305,9,c43d7df9a1,8081,8286045478
-122.607036,38.588732,9,17f7812143,8485,8235523119
-122.605237,38.592489,9,e2eac45616,8059,8227626419
-122.555032,38.607346,9,a151153318,8481,8224992981
-122.550719,38.619485,9,db8b70070d,8199,8219823045
-122.607036,38.588732,9,cb1187b2c9,8063,8191123087
-122.577334,38.588666,9,33a9a585dd,8203,8179819190
-122.602349,38.596305,8,11e2381d18,7278,8154730801
-122.615229,38.59968,9,2bf0c5b230,8058,8154642522
-122.598731,38.603104,9,dc3e2e81e8,8046,8148617046
-122.598731,38.603104,9,d97cc29019,8185,8148593363
-122.598731,38.603104,9,7440b64dc9,8196,8148428789
-122.598731,38.603104,9,5146d0711d,8468,8148438677
-122.598731,38.603104,9,ea8db2a876,8052,8148465924
-122.599842,38.603458,9,dff78316f2,8196,8145712041
-122.602175,38.591952,9,cedc2e1658,8054,8128696053
-122.59923,38.593067,9,f51040f5c4,8465,8128640652
-122.59923,38.593067,9,ab77a403de,8335,8128294851
-122.608875,38.588626,9,1aea8cd5ec,8327,8126165769
-122.604503,38.603859,9,8e15b935ae,8323,8125429388
-122.602328,38.596822,9,2475d1caf7,8327,8122689013
-122.602272,38.596785,9,f65b037dfd,8468,8122680219
-122.602313,38.596923,9,53e6e41e00,8464,8122685065
-122.602328,38.596822,9,bc25035ee6,8471,8122691887
-122.604503,38.603859,9,2982629069,8336,8105808032
-122.610788,38.588683,9,cc041ffcb3,8471,8104178451
-122.617746,38.59852,9,5ac3cbc295,8054,8097860363
-122.602272,38.596145,9,d671571d63,8332,8084185623
-122.602154,38.595616,9,f3b7911e1f,8326,8084187551
-122.608875,38.588626,9,5fc3d54bfe,8042,8044969769
-122.615404,38.655957,9,d73de2bb1c,8448,8016313050
-122.615661,38.656493,9,5f92f858f9,8171,8013038262
-122.602,38.595667,9,6ed529969e,8466,8414020685
-122.602833,38.596667,9,80f609b402,8377,8415116660
-122.602,38.597,9,d3441413a3,8510,8415115480
-122.59923,38.593067,9,2c9b39a69e,8035,8004692882
-122.59923,38.593067,9,ba90a2e6fb,8437,8004400693
-122.608875,38.588626,9,b376d6b921,8449,8001442092
-122.617585,38.598712,9,2b26c117f3,8308,7980254666
-122.610788,38.588683,9,9e2742f055,8177,7979983789
-122.593646,38.620122,9,e2ec74a167,8300,7978782235
-122.593646,38.620122,9,f5e216d792,8042,7978270777
-122.593646,38.620122,9,99f7de2a99,8437,7978251664
-122.608875,38.588626,9,907c8cdefe,8449,7947101578
-122.59923,38.593067,9,553c4298ab,8176,7925733600
-122.556067,38.607316,9,c40d8da356,8435,7911161530
-122.556738,38.607657,9,1f9f6677cd,8449,7911133044
-122.551992,38.617572,9,b8901f6427,8458,7911022184
-122.561223,38.606708,9,be88510d5c,8306,7911027224
-122.5561,38.607538,9,a310a77d5b,8444,7911018688
-122.553517,38.616522,9,4ff7ebab2a,8437,7911019306
-122.549245,38.621722,9,4231ba2aa4,8296,7911020098
-122.563642,38.602711,9,964549d94f,8317,7911028652
-122.551992,38.617572,9,bb1079686f,8040,7911021522
-122.577735,38.589042,9,83caee729f,8041,7911018044
-122.556067,38.607316,9,c10c248a3c,8179,7911024908
-122.557917,38.609897,9,052b64f0f1,8040,7911023534
-122.549139,38.621522,9,991be2c698,8169,7911020802
-122.559278,38.607463,9,8a12315d5a,8443,7911026414
-122.5558,38.607352,9,1d711b77e1,8320,7911024252
-122.561223,38.606708,9,c0306c2c86,8180,7911027904
-122.553048,38.615613,9,9d3808060d,8461,7911022902
-122.604503,38.603859,9,7cd722502e,8458,7901510766
-122.599087,38.603166,9,c6cd9e0312,8306,7898711248
-122.599087,38.603166,9,748f8970a5,8309,7898713618
-122.599087,38.603166,9,0160f42c58,8318,7898714198
-122.599087,38.603166,9,feaf54acdb,8029,7898711874
-122.599087,38.603166,9,d2e4ea3d5a,8318,7898712452
-122.599087,38.603166,9,7304b2c0e1,8041,7898706230
-122.599087,38.603166,9,c1e72596f3,8441,7898713098
-122.602175,38.591952,9,4090d38669,8301,7897005730
-122.602175,38.591952,9,f709b1d918,8424,7878283880
-122.605237,38.592489,9,e07432a674,8301,7824895520
-122.598731,38.603104,8,fb07668ee2,7270,7820847010
-122.60231,38.596866,9,a427bb0fc1,8458,7928285618
-122.60231,38.596866,9,bd26be9ee6,8295,7928279232
-122.60231,38.596866,9,1aa49cae2b,8182,7928282672
-122.60231,38.596866,9,e38c4e6b52,8296,7928280442
-122.60231,38.596866,9,401873c1d3,8462,7928283598
-122.60231,38.596866,9,f6cc656024,8296,7928277478
-122.60231,38.596866,9,dce2a1e912,8460,7928276548
-122.60231,38.596866,9,ef979f1f53,8038,7928275558
-122.60231,38.596866,9,e0cfe1d9ef,8445,7928274452
-122.3038,37.877261,4,787da631cf,3776,9426261032
-122.3038,37.877261,4,f1ee7eb9e1,3711,9422923202
-122.3038,37.877261,6,bd857011be,5467,9416381268
-122.302667,37.870666,4,b1042d2292,3793,9374552878
-122.3038,37.877261,8,dffdaea667,7353,9348902795
-122.303355,37.877004,4,169af2debd,3827,9306525032
-122.3038,37.877261,6,d6f732a8bd,5450,9250425379
-122.3038,37.877261,8,c0105234c1,7344,9205914521
-122.3038,37.877261,3,9fd6350b1f,2869,9186159745
-122.3038,37.877261,6,45d7b461cc,5339,9159279820
-122.3038,37.877261,3,b0a12df3f7,2870,9110470363
-122.3038,37.877261,6,ac8631aa4a,5504,9108450618
-122.3038,37.877261,4,b43cba3204,3763,9081528732
-122.3038,37.877261,4,2b92bfe53e,3805,9073203188
-122.3038,37.877261,4,809e952eba,3740,9028191349
-122.3038,37.877261,6,fb1b1af535,5330,8963808951
-122.3038,37.877261,4,b1cc14c3aa,3752,8946967165
-122.3038,37.877261,4,1cf67d4307,3744,8941963177
-122.308667,37.874333,4,6682c02a0e,3667,8903521181
-122.311833,37.871,8,df7a5201fa,7366,8904143334
-122.308667,37.874333,9,bf4093d113,8411,8904137926
-122.309,37.875833,6,d7cba81a22,5450,8903991506
-122.308167,37.875833,9,6abe8edd7f,8135,8903989212
-122.308333,37.875667,4,cec65c1731,3784,8903990058
-122.308167,37.874333,8,3aa9c04882,7309,8903099993
-122.308167,37.874333,9,79da423080,8549,8903718004
-122.309,37.876167,4,a4a7cd37ae,3803,8903716388
-122.308333,37.875833,8,15a5e8755f,7302,8903401478
-122.308333,37.875833,6,70747fcf98,5342,8902783853
-122.308667,37.8755,8,09b34e8351,7398,8902773373
-122.308667,37.8755,3,527b0af893,2894,8902776309
-122.308667,37.8755,4,04124705f3,3719,8902774229
-122.309,37.876,9,138b8e6c47,8132,8903399320
-122.308333,37.875833,8,5f33feb868,7377,8902785935
-122.309,37.876,9,37e587edc2,8278,8903397368
-122.309,37.876,6,15a1f8397b,5350,8902779543
-122.309,37.876,4,54bcfebb72,3788,8902781919
-122.309,37.875667,6,e35ddc78db,5330,8903394330
-122.304167,37.881333,8,60d59da13f,7337,8902627005
-122.308833,37.877333,3,b20562a53d,2864,8898282938
-122.308833,37.877333,8,5ca04cc267,7365,8897665503
-122.305605,37.871772,4,db7959171b,3689,8890440771
-122.3038,37.877261,4,1145aa585b,3710,8885034047
-122.3038,37.877261,8,42a66043b7,7288,8877495671
-122.3038,37.877261,4,9a10ed758b,3770,8861453843
-122.302336,37.871567,6,876b1c80f1,5470,8851157079
-122.3038,37.877261,8,7215e99b9b,7459,8810281310
-122.3038,37.877261,4,01ea7ed5f4,3673,8796164400
-122.303166,37.881166,6,19e3404c54,5341,8794541836
-122.3038,37.877261,9,057521fdf6,8275,8760223017
-122.3038,37.877261,6,89273a00b0,5326,8755914706
-122.3038,37.877261,8,baa44448ed,7312,8749723353
-122.302712,37.879147,8,8c501850da,7323,8745307671
-122.303167,37.877666,8,a2f59d3c1f,7289,8744487207
-122.3038,37.877261,8,f9f9693264,7455,8728866584
-122.311664,37.877238,8,1afa11a838,7399,8721482629
-122.303167,37.877666,8,c14045605f,7306,8719866082
-122.3038,37.877261,8,b0b6f2e02a,7318,8715240783
-122.310167,37.877,9,afe8c2d36a,8537,8706959583
-122.3038,37.877261,9,98fc971bb6,8115,8706367301
-122.3038,37.877261,9,cba0b9c6c3,8134,8706741196
-122.308102,37.87963,9,46078be78b,8138,8705262919
-122.303522,37.87891,9,14eccd660b,8119,8687152226
-122.3038,37.877261,9,6b7af774e2,8383,8678657325
-122.31417,37.871601,9,d59f1e6009,8536,8671816711
-122.303167,37.873,9,7f2fe6c769,8108,8656048019
-122.303223,37.881002,9,401f2fb215,8380,8652393259
-122.303431,37.873295,9,1bd7da1221,8244,8652384921
-122.3038,37.877261,9,b7643760c2,8386,8641894545
-122.3038,37.877261,9,e25223b1ec,8255,8640788715
-122.302834,37.879666,9,e4aa9cec26,8530,8630919452
-122.3038,37.877261,9,89b5202ab9,8260,8627101227
-122.3038,37.877261,9,399b31c5c3,8241,8622100256
-122.3038,37.877261,9,842e25e481,8534,8605329895
-122.30917,37.875962,9,67dc8739a6,8545,8602620314
-122.304667,37.877333,9,57e16334b8,8085,8600504161
-122.304667,37.877333,9,e64bf68f1f,8370,8600504579
-122.303834,37.8775,9,4bd2f33eba,8095,8600502973
-122.304,37.8775,9,dced49249e,8233,8601606890
-122.304,37.877833,9,c1581b43b0,8089,8600505675
-122.303834,37.8775,9,252131eba2,8528,8601604412
-122.304,37.8775,9,d08824e7ea,8367,8601607286
-122.304,37.877666,9,3df6a3ffe2,8511,8601605898
-122.303834,37.8775,9,75114f0dc8,8229,8601602274
-122.303834,37.877833,9,124d1fd07e,8098,8600505959
-122.304167,37.877333,9,f8068a5f90,8368,8601603272
-122.303834,37.8775,9,02e204ac24,8508,8601604912
-122.304,37.877666,9,54380633b6,8086,8600506971
-122.304167,37.877333,9,ae8be6cc27,8512,8600503295
-122.304,37.8775,9,b75316894a,8097,8601601172
-122.3035,37.877666,9,116963451f,8245,8600501045
-122.304,37.877666,9,16c200f392,8240,8601595070
-122.304167,37.877666,9,051f757ae9,8391,8601590358
-122.304167,37.877,9,8763dd1546,8108,8601586116
-122.304,37.877333,9,26d693b8bf,8518,8600495987
-122.304,37.877833,9,b38314cfcd,8514,8600494535
-122.304,37.877166,9,d5317ea60d,8099,8601580430
-122.304,37.877666,9,d42d032dd3,8107,8600493831
-122.304,37.877833,9,1fbdef3aa7,8090,8600494909
-122.303667,37.877166,9,2c03454e60,8375,8600499353
-122.303667,37.8775,9,6f4976cfd6,8392,8601586526
-122.303834,37.8775,9,6daa72a8aa,8528,8601584836
-122.304334,37.8775,9,69d8eec3a5,8111,8601588110
-122.303834,37.877666,9,94fba407ae,8085,8600497501
-122.304334,37.8775,9,1a3cfd6732,8505,8600488733
-122.304,37.8775,9,d88e775e72,8106,8601587770
-122.304167,37.877666,9,d4f241333e,8512,8601589128
-122.304,37.877666,9,21d3b3ca03,8384,8600495639
-122.304,37.877666,9,1c4631a763,8097,8601594026
-122.304167,37.877666,9,c4338660a3,8106,8600488999
-122.3035,37.877333,9,30c759891a,8250,8601581492
-122.304,37.877,9,e848e39bf5,8095,8600484331
-122.3035,37.877666,9,fc236d3011,8381,8600499665
-122.304,37.877333,9,56410e7deb,8230,8600496369
-122.304167,37.877166,9,4dd158d6e0,8373,8600483047
-122.304334,37.8775,9,f14fcb8686,8236,8600497917
-122.304167,37.877666,9,62465e3626,8367,8601589992
-122.304167,37.877333,9,9562ff83b5,8089,8601583596
-122.304167,37.877166,9,76ca5961d0,8517,8601582134
-122.303834,37.877,9,dfe173c3d6,8104,8600481509
-122.303834,37.877666,9,5dd4c9f9a2,8385,8600496989
-122.303667,37.877166,9,00ac7eb626,8516,8600498969
-122.304,37.8775,9,cacaf4489d,8242,8601587136
-122.304,37.877,9,514c20c3c2,8373,8600484687
-122.304,37.878,9,813f892f9c,8505,8601596450
-122.3035,37.877333,9,0481279440,8106,8601581848
-122.304167,37.877666,9,250fa7808f,8244,8600492065
-122.304,37.877333,9,ae66ab9bcf,8524,8601582968
-122.303834,37.8775,9,7bdf75db76,8225,8601585212
-122.3035,37.877666,9,9b973bbbaa,8524,8600500631
-122.304167,37.8775,9,1774afbd65,8097,8601579052
-122.304,37.877833,9,36eefd4cf1,8524,8601592992
-122.304,37.877166,9,d9bd126ec3,8388,8601580106
-122.303667,37.8775,9,8d090217f7,8248,8600487131
-122.304167,37.877,9,4d0553c035,8509,8600485825
-122.304334,37.877333,9,88b0a78a09,8531,8601574222
-122.303834,37.8775,9,db2ac7abff,8511,8600473911
-122.304167,37.8775,9,220268b1a8,8518,8601578532
-122.303834,37.8775,9,ee92e555f5,8110,8601577476
-122.3045,37.877666,9,f479523240,8389,8600473535
-122.303834,37.8775,9,d60b6b0301,8235,8601577986
-122.305,37.877833,9,e7514cb54f,8505,8601574928
-122.303334,37.8775,9,4b9be2b1bb,8244,8601576440
-122.304167,37.877333,9,5e837b2170,8369,8600475199
-122.304334,37.877333,9,48a741179e,8507,8601573842
-122.3038,37.877261,9,640e981527,8227,8591621141
-122.309834,37.877833,9,abd9051324,8525,8587200523
-122.309834,37.877833,9,7beb6dc969,8232,8587199785
-122.309834,37.877833,9,fa2c9bcfc9,8248,8588301514
-122.3038,37.877261,9,b65e4d040e,8094,8574898832
-122.302333,37.878,9,65fd4abeca,8100,8572831263
-122.3038,37.877261,9,3f337eae24,8252,8565122988
-122.3038,37.877261,9,c1a956b62a,8105,8563803692
-122.3038,37.877261,9,c2b7eb1e99,8507,8549634723
-122.303667,37.877,9,8af02fd6a5,8105,8549038016
-122.303667,37.876833,9,9a11bdbf4d,8385,8547937883
-122.302333,37.878,9,9ee63a1e96,8378,8546673232
-122.3038,37.877261,9,87099da4ca,8391,8540043153
-122.303419,37.877524,9,fb38c3192e,8225,8540025880
-122.303419,37.877524,9,fde567fbd0,8093,8538908349
-122.303795,37.877382,9,8786c999ff,8235,8534308519
-122.303795,37.877382,9,5ff6f09c38,8110,8534300735
-122.303795,37.877382,9,7639b230e6,8384,8535410520
-122.303795,37.877382,9,2acb77083d,8226,8534252673
-122.303795,37.877382,9,fa51e488af,8510,8535364226
-122.303795,37.877382,9,e0c135bf78,8237,8535347206
-122.303795,37.877382,9,2bd25c6a6a,8231,8535344902
-122.303795,37.877382,9,39447f9964,8231,8535345982
-122.3038,37.877261,9,5a7c1def21,8244,8532106083
-122.3038,37.877261,9,8abaec045b,8368,8521962727
-122.3038,37.877261,9,8a2e5d68a8,8225,8516481625
-122.3038,37.877261,9,4c94ccc926,8531,8509234276
-122.3038,37.877261,9,d62dcd10c9,8521,8488072577
-122.3038,37.877261,9,4378fe18ae,8097,8488471032
-122.302333,37.876833,9,6b66c70a8f,8376,8483875677
-122.3038,37.877261,9,47e3e7e524,8233,8481043683
-122.303834,37.877333,9,1b51aab5db,8378,8478287986
-122.302334,37.878,9,0c98278171,8240,8472357408
-122.302334,37.878,9,94700afac3,8236,8472357732
-122.302334,37.878,9,a39c46224a,8101,8472358102
-122.302333,37.876833,9,2afaceb592,8532,8460916752
-122.3025,37.876667,9,997a6f946a,8520,8460916278
-122.3038,37.877261,9,2a350dfa6d,8226,8453899515
-122.3038,37.877261,9,bd6641867d,8221,8447672892
-122.3038,37.877261,9,bbc2eca86c,8071,8430662907
-122.3038,37.877261,9,7129cd8fe8,8237,8422267786
-122.3038,37.877261,9,3645705399,8491,8412065641
-122.3038,37.877261,9,1b0ca7d230,8474,8411395180
-122.3038,37.877261,9,3cee80d7e6,8511,8404111160
-122.3038,37.877261,9,afb78fb656,8357,8396987892
-122.303834,37.877333,9,73f853b25d,8495,8391299934
-122.3038,37.877261,9,141f4b9342,8225,8387482493
-122.303834,37.877333,9,e36826f2e9,8496,8385846775
-122.3038,37.877261,9,0006b27a1f,8056,8373943625
-122.3038,37.877261,9,77b4e57fab,8235,8363704032
-122.3038,37.877261,9,a823e11168,8472,8358929901
-122.3038,37.877261,9,eea91af27f,8213,8341336197
-122.3038,37.877261,9,61660125db,8215,8336254556
-122.3038,37.877261,9,4c0a3f8ee3,8084,8327220347
-122.3038,37.877261,9,3665344a26,8361,8320958205
-122.3038,37.877261,9,f3aba168cd,8219,8315535213
-122.3025,37.876833,9,0813ee5f2f,8216,8311446073
-122.3038,37.877261,9,de1b6146e5,8080,8310941088
-122.3038,37.877261,9,76940e73f3,8493,8308904806
-122.3038,37.877261,9,93604f4e45,8353,8306199297
-122.302712,37.879561,9,b4111665a6,8499,8305340075
-122.3038,37.877261,9,405af2f783,8496,8305663470
-122.302201,37.877992,9,6f53c6db8b,8212,8302432754
-122.303003,37.876817,9,527597e65f,8495,8289988215
-122.304,37.877666,9,ae09f4dc8a,8340,8288402875
-122.3038,37.877261,9,008dbbab9a,8223,8286311032
-122.3038,37.877261,9,4b34d69456,8067,8284304666
-122.303834,37.877333,9,1afdbd248b,8206,8279726358
-122.3038,37.877261,9,e59a5ca5b2,8487,8277874452
-122.3038,37.877261,9,3c699fa7af,8340,8272877887
-122.306945,37.870555,9,5fd9418fb8,8224,8270185511
-122.309312,37.875858,9,245d37409a,8213,8271151104
-122.3038,37.877261,9,a360d61fb6,8083,8262140505
-122.309834,37.878,9,c65a4c2b04,8212,8261698651
-122.303527,37.873302,9,e369f29d7c,8498,8252295117
-122.3038,37.877261,9,958975a2bf,8199,8246418336
-122.307583,37.870542,9,14bd28d8b1,8057,8246157224
-122.3038,37.877261,9,4d7630514b,8198,8238842025
-122.3038,37.877261,9,2d92034513,8346,8237441531
-122.3038,37.877261,9,a39b67a18e,8198,8233864582
-122.3038,37.877261,9,84f2177996,8067,8232563966
-122.3038,37.877261,9,5b3cf12e0d,8065,8224814271
-122.3038,37.877261,9,57989e7b5b,8488,8218359961
-122.303612,37.87757,9,544e3b93b7,8207,8216933087
-122.3038,37.877261,9,71533da5f9,8061,8216247667
-122.3038,37.877261,9,23f078b824,8204,8211947831
-122.303522,37.87891,9,889d6d116c,8070,8211887842
-122.3038,37.877261,9,c5588d6fe9,8063,8207710477
-122.3038,37.877261,9,76b425da02,8200,8202416350
-122.303184,37.877841,9,e99cf5e825,8490,8189011813
-122.31017,37.87844,9,41ceee39f2,8067,8188485770
-122.3038,37.877261,9,0fd9916c0f,8343,8184902544
-122.302667,37.876333,9,1155d93626,8487,8175818252
-122.3038,37.877261,9,2fd7d3fab0,8488,8170818900
-122.303184,37.877841,8,c07edb95f8,7253,8160216898
-122.304514,37.878103,9,31428111f4,8069,8160216546
-122.3038,37.877261,8,9bc74ed859,7134,8154038213
-122.3083,37.87436,9,f3113548f4,8187,8150738442
-122.30495,37.87854,9,2d50a331fc,8331,8147689212
-122.3038,37.877261,9,007db70f82,8334,8146356290
-122.3044,37.8785,9,5cc070ebe4,8470,8144691788
-122.3044,37.8785,9,3537169bcf,8052,8144661419
-122.3044,37.8785,9,f47f453965,8188,8144694964
-122.3044,37.8785,9,7e98dbaaeb,8045,8144662805
-118.937473,34.043556,6,38bc668b6e,5350,9396551952
-118.940541,34.044552,3,b1efa8468e,2858,9396543868
-118.939361,34.044338,8,5de6133c29,7294,9396541440
-118.933996,34.043538,3,a9a17bb04a,2817,9393777523
-118.934511,34.043503,8,e42aff37a7,7305,9396592684
-118.934211,34.043769,8,56cc80b0ec,7410,9393821635
-118.933589,34.043698,8,0987dc2d7f,7287,9396545208
-118.934533,34.043574,8,a9ec71bc67,7448,9393819863
-118.940584,34.044374,3,73696fec88,2819,9393766645
-118.938395,34.043716,8,67ff4094e7,7348,9396540546
-118.931464,34.046252,8,25d5b29c4b,7417,9380850816
-118.931464,34.046252,4,b474ea0956,3794,9380851666
-118.932131,34.045758,4,7b7134b1cf,3773,9380852986
-118.939501,34.044166,3,5065274db6,2826,9372141454
-118.939334,34.0445,4,1afeec483c,3697,9372146890
-118.939501,34.044333,3,d5027b2a31,2869,9372125920
-118.939501,34.044166,4,6713894db5,3805,9372138766
-118.939167,34.0445,3,2c6d4b4407,2887,9369364497
-118.939334,34.044166,8,9112a8b15b,7398,9372132878
-118.939501,34.044166,3,685e760079,2815,9372128012
-118.939334,34.044166,3,247f0b0e48,2878,9369350801
-118.939501,34.044166,8,8efc712424,7305,9369356591
-118.940277,34.075981,3,6d496b2c8c,2812,9334728679
-118.934361,34.045405,4,bffbeb571c,3714,9316762397
-118.925653,34.075367,3,248a132db0,2835,9313290098
-118.925653,34.075367,3,6b0cc1e641,2806,9313152206
-118.924501,34.075833,4,668ea70fe1,3672,9295135314
-118.934334,34.059833,6,cc332e68fc,5524,9295133930
-118.93553,34.044927,6,b4f7f63aed,5474,9238506667
-118.915313,34.043013,6,6ec97ccb34,5451,9211827636
-118.915313,34.043013,3,a13ae499b6,2894,9168717111
-118.936292,34.044987,3,917ea47476,2843,9161163602
-118.936292,34.044987,8,6e06b21646,7326,9158308003
-118.932634,34.045201,4,67453ba578,3799,9137256970
-118.934376,34.045158,8,9135d5502f,7311,9127051749
-118.934376,34.045158,8,1a4f2c67af,7353,9129262320
-118.934376,34.045158,6,e446e3413f,5536,9129265390
-118.934376,34.045158,8,184167e7ba,7401,9127053735
-118.936292,34.044987,8,7c85e83f42,7389,9061439723
-118.939683,34.044198,8,35a72e84d8,7435,9017935108
-118.934205,34.045942,9,9244106ba3,8537,9008936528
-118.936832,34.045045,9,9a3f1c16a3,8263,8981583879
-118.956614,34.050797,6,ecfe01aefa,5461,8861282994
-118.935592,34.045243,9,673286627e,8546,8830146650
-118.935592,34.045243,8,40b741ae60,7426,8830167798
-118.935592,34.045243,4,2d9d46d86f,3808,8830072172
-118.922083,34.0464,9,7e56be7856,8398,8780587760
-118.915313,34.043013,9,c214aedbee,8255,8759224190
-118.924791,34.07072,6,d8a63b8281,5348,8749870719
-118.937,34.0435,8,75d95fd6b2,7305,8726320615
-118.937167,34.0435,8,b1969495ee,7398,8727440652
-118.935592,34.045143,9,d0bf393127,8403,8705021573
-118.935592,34.045143,9,f47c2a442f,8411,8705030843
-118.935592,34.045143,9,2a531e9d68,8134,8706066290
-118.935592,34.045143,9,b0c63a8651,8543,8704894789
-118.933991,34.049281,9,e4799b31f5,8401,8694021676
-118.935592,34.045143,9,2314a63271,8263,8692460634
-118.934898,34.047823,9,bb621a5bab,8258,8691362362
-118.933334,34.046499,9,0de1ddaf6e,8116,8686661761
-118.932931,34.046133,9,c3e7b82b43,8543,8687233790
-118.936958,34.042987,9,deb166c957,8114,8681915255
-118.933031,34.043858,9,686ff9b05d,8113,8683027692
-118.935865,34.04542,9,c47005cb9f,8114,8674527582
-118.935865,34.04542,9,9c1ce6d120,8384,8671689653
-118.928268,34.045682,9,3e46441f40,8099,8669303975
-118.935865,34.04542,9,f16857defc,8526,8667109231
-118.935865,34.04542,9,a41505471e,8253,8667799732
-118.934539,34.043897,9,4796ddd601,8265,8666343319
-118.934539,34.043897,9,25d47fb713,8262,8666338959
-118.934539,34.043897,9,2a493122d1,8253,8666333489
-118.934539,34.043897,9,7d104627f8,8253,8667437020
-118.934539,34.043897,9,fcb57f4f2d,8266,8667431104
-118.933337,34.044272,9,2de1d3104d,8262,8667416042
-118.933687,34.04413,9,13ddf91fac,8259,8667424658
-118.933337,34.044272,9,e8efe1660d,8255,8667412656
-118.933762,34.044186,9,b1078ef1cb,8254,8666327571
-118.933337,34.044272,9,e8995d0f2b,8256,8666318861
-118.933337,34.044272,9,a380ffb587,8257,8667422804
-118.933762,34.044186,9,c8efde2b36,8254,8667426930
-118.933337,34.044272,9,0ae2831d60,8255,8666310203
-118.933337,34.044272,9,ee09be0af3,8264,8666307491
-118.931556,34.045669,9,8df51fdf76,8258,8667348968
-118.925834,34.074333,9,2fb5f3c76b,8392,8652450632
-118.935334,34.057333,9,a96d767e93,8262,8651349289
-118.90693,34.042706,9,17b7a2ecf9,8246,8650989319
-118.936696,34.045388,9,27b5a2d6b7,8254,8639455445
-118.936696,34.045388,9,d230d7fdc8,8112,8633262836
-118.90693,34.042706,9,bb745ef6d2,8103,8629878536
-118.911111,34.04368,9,f8e360d378,8381,8627951459
-118.939425,34.07597,9,b040c80aee,8262,8620757149
-118.912575,34.07473,9,7a1beceed5,8390,8615586464
-118.912498,34.074655,9,febb43f8c3,8122,8615581472
-118.912575,34.07473,9,51233c0209,8100,8614477579
-118.912575,34.07473,9,ce3c7f19f2,8113,8614476647
-118.912575,34.07473,9,ca57773f04,8532,8614475751
-118.912575,34.07473,9,cfc609dbb2,8385,8615582634
-118.914303,34.064186,9,f35224c487,8398,8614460793
-118.913323,34.066802,9,f102334103,8397,8615563866
-118.917164,34.068772,9,37c65c8a40,8103,8615575494
